ENPL	EN+ GROUP PLC	GDR (EACH REPR 1 ORD) (REG S)	US29355E2081	DPRS	Depositary receipts	Basic Materials	Basic Resources	08/11/2017	Jersey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
ENQ	ENQUEST PLC	ORD 5P	GB00B635TG28	SHRS	Shares	Oil & Gas	Oil & Gas	06/04/2010	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
NTQ	ENTEQ UPSTREAM PLC	ORD 1P	GB00B41Q8Q68	SHRS	Shares	Oil & Gas	Oil & Gas	01/07/2011	United Kingdom	GBX	AIM		ASQ1	AMQ1
ETO	ENTERTAINMENT ONE LTD.	COMM SHS NPV	CA29382B1022	SHRS	Shares	Consumer Services	Media	15/07/2010	Canada	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
ESO	EPE SPECIAL OPPORTUNITIES LIMITED	ORD 5P (DI)	BMG3163K1053	SHRS	Shares	Financials	Financial Services	21/09/2018	Bermuda	GBX	AIM		ASQ1	AMQ1
EPG	EP GLOBAL OPPORTUNITIES TRUST PLC	ORD 1P	GB0033862573	SHRS	Shares	Financials	Financial Services	18/11/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
EPIA	EPISTAR CORPORATION	GDR (EACH REPR 5 COM SHS) (144A)	US29428C1062	DPRS	Depositary receipts	Technology	Technology	23/09/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
EPIS	EPISTAR CORPORATION	GDR (EACH REPR 5 COM SHS) (REG S)	US29428C2052	DPRS	Depositary receipts	Technology	Technology	23/09/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
EPWN	EPWIN GROUP PLC	ORD 0.05P	GB00BNGY4Y86	SHRS	Shares	Industrials	Construction & Materials	24/07/2014	United Kingdom	GBX	AIM		AMSM	ASM6
EQT	EQTEC PLC	ORD EUR0.001	IE00BH3XCL94	SHRS	Shares	Utilities	Utilities	23/12/2013	Ireland	GBX	AIM		ASQ1	AMQ1
PAL	EQUATORIAL PALM OIL PLC	ORD 1P	GB00B2QBNL29	SHRS	Shares	Consumer Goods	Food & Beverage	26/02/2010	United Kingdom	GBX	AIM		ASQ1	AMQ1
EQN	EQUINITI GROUP PLC	ORD 0.1P	GB00BYWWHR75	SHRS	Shares	Industrials	Industrial Goods & Services	30/10/2015	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
ERGO	ERGOMED PLC	ORD 1P	GB00BN7ZCY67	SHRS	Shares	Health Care	Health Care	15/07/2014	United Kingdom	GBX	AIM		ASQ1	AMQ1
ERIS	ERRIS RESOURCES PLC	ORD GBP0.01	GB00BFN4GY99	SHRS	Shares	Basic Materials	Basic Resources	21/12/2017	United Kingdom	GBX	AIM		ASQ1	AMQ1
ESC	ESCAPE HUNT PLC	ORD 1.25P	GB00BDB79J29	SHRS	Shares	Consumer Services	Travel & Leisure	08/07/2016	United Kingdom	GBX	AIM		ASQ1	AMQ1
ESG	ESERVGLOBAL LIMITED	ORD NPV (DI)	AU000000ESV3	SHRS	Shares	Technology	Technology	18/10/2004	Australia	GBX	AIM		ASX1	AIMP
ESNT	ESSENTRA PLC	ORD 25P	GB00B0744359	SHRS	Shares	Industrials	Industrial Goods & Services	06/06/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
ET.	ESTABLISHMENT INVESTMENT TRUST PLC	ORD 25P	GB0031336919	SHRS	Shares	Financials	Financial Services	18/03/2002	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
ESUR	ESURE GROUP PLC	ORD 1/12P	GB00B8KJH563	SHRS	Shares	Financials	Insurance	27/03/2013	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
62UM	ETALON GROUP PLC	GDR (EACH REPR 1 ORD) (144A)	US29760G2021	DPRS	Depositary receipts	Financials	Real Estate	20/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
ETLN	ETALON GROUP PLC	GDR (EACH REPR 1 ORD) (REG S)	US29760G1031	DPRS	Depositary receipts	Financials	Real Estate	20/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
ENFX	ETFS FOREIGN EXCHANGE LIMITED	ETFS G10 VS USD MULTI STRAT FX BASKET	JE00BMM1W199	ETFS	ETFs			30/06/2014	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECL
LCOM	ETFS FOREIGN EXCHANGE LIMITED	ETFS BEAR USD VS COMDTY CCY BASKET SEC	JE00BMM1W645	ETFS	ETFs			30/06/2014	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECL
SCOM	ETFS FOREIGN EXCHANGE LIMITED	ETFS BULL USD VS COMDTY CCY BASKET SEC	JE00BMM1W751	ETFS	ETFs			30/06/2014	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECL
ETX	E-THERAPEUTICS PLC	ORD 0.1P	GB00B2823H99	SHRS	Shares	Health Care	Health Care	28/11/2007	United Kingdom	GBX	AIM		ASX1	AIMP
ENET	ETHERNITY NETWORKS LTD	ORD NIS0.001 (DI)	IL0011410359	SHRS	Shares	Technology	Technology	29/06/2017	Israel	GBX	AIM		ASQ1	AMQ1
EUA	EURASIA MINING PLC	ORD 0.1P	GB0003230421	SHRS	Shares	Basic Materials	Basic Resources	25/03/2004	United Kingdom	GBX	AIM		ASX1	AIMP
ECEL	EUROCELL PLC	ORD GBP0.001	GB00BVV2KN49	SHRS	Shares	Industrials	Construction & Materials	07/03/2015	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
ERM	EUROMONEY INSTITUTIONAL INVESTOR PLC	ORD 0.25P	GB0006886666	SHRS	Shares	Consumer Services	Media	18/10/2006	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
EUZ	EUROPA METALS LTD	ORD NPV (DI)	AU0000014342	SHRS	Shares	Basic Materials	Basic Resources	08/06/2018	Australia	GBX	AIM		ASQ1	AMQ1
EOG	EUROPA OIL & GAS (HOLDINGS) PLC	ORD 1P	GB00B03CJS30	SHRS	Shares	Oil & Gas	Oil & Gas	11/11/2004	United Kingdom	GBX	AIM		ASX1	AIMP
49BI	EUROPEAN ASSETS TRUST NV	ORD EUR0.10 (BR)	NL0012838973	SHRS	Shares	Financials	Financial Services	03/05/2018	Netherlands	EUR	MAIN MARKET	Standard Shares	SSX4	SXSN
EAT	EUROPEAN ASSETS TRUST NV	ORD EUR0.10 (DI)	NL0012838817	SHRS	Shares	Financials	Financial Services	03/05/2018	Netherlands	GBX	MAIN MARKET	Standard Shares	SSQ3	SQS3
EMH	EUROPEAN METALS HOLDINGS LIMITED	ORD NPV (DI)	VGG3191T1021	SHRS	Shares	Basic Materials	Basic Resources	10/12/2015	British Virgin Islands	GBX	AIM		ASQ1	AMQ1
EUSP	EU SUPPLY PLC	ORD 0.1P	GB00BFG35570	SHRS	Shares	Technology	Technology	13/11/2013	United Kingdom	GBX	AIM		ASQ1	AMQ1
EGMA	EVERGREEN MARINE CORPORATION (TAIWAN) LD.	GDR (REPR 10 COM SHS TWD10)(144A)	US3002461057	DPRS	Depositary receipts	Industrials	Industrial Goods & Services	26/09/2006	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
EGMD	EVERGREEN MARINE CORPORATION (TAIWAN) LD.	GDR (REPR 10 COM SHS TWD10)(REG S)	US3002462048	DPRS	Depositary receipts	Industrials	Industrial Goods & Services	26/09/2006	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
EMAN	EVERYMAN MEDIA GROUP PLC	ORD 10P	GB00BFH55S51	SHRS	Shares	Consumer Services	Travel & Leisure	07/11/2013	United Kingdom	GBX	AIM		ASQ1	AMQ1
EVE	EVE SLEEP PLC	ORD 0.1P	GB00BYWMFT51	SHRS	Shares	Consumer Goods	Personal & Household Goods	18/05/2017	United Kingdom	GBX	AIM		ASQ1	AMQ1
EVG	EVGEN PHARMA PLC	ORD 0.25P	GB00BSVYN304	SHRS	Shares	Health Care	Health Care	21/10/2015	United Kingdom	GBX	AIM		ASQ1	AMQ1
EVR	EVRAZ PLC	ORD USD0.05	GB00B71N6K86	SHRS	Shares	Basic Materials	Basic Resources	07/11/2011	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
EVRH	EVR HOLDINGS PLC	ORD GBP0.01	GB00BD2YHN21	SHRS	Shares	Telecommunications	Telecommunications	16/05/2016	United Kingdom	GBX	AIM		ASQ1	AMQ1
EXI	EXILLON ENERGY PLC	ORD USD0.0000125	IM00B58FMW76	SHRS	Shares	Oil & Gas	Oil & Gas	17/12/2009	Isle of Man	GBX	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
EXPN	EXPERIAN PLC	ORD USD0.10	GB00B19NLV48	SHRS	Shares	Industrials	Industrial Goods & Services	11/10/2006	Jersey	GBX	MAIN MARKET	Premium Equity Commercial Companies	SET1	FE10
67NW	EZZ STEEL COMPANY - S.A.E.	GDS(EACH REPR 3 ORD EGP5)(144A)	US26934Q1085	DPRS	Depositary receipts	Basic Materials	Basic Resources	25/03/2011	Egypt	USD	MAIN MARKET	Standard GDRs	MISC	ADRN
AEZD	EZZ STEEL COMPANY - S.A.E.	GDS EACH REPR 3 ORD EGP5(REG S)	US26934Q2075	DPRS	Depositary receipts	Basic Materials	Basic Resources	25/03/2011	Egypt	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
FFX	FAIRFX GROUP PLC	ORD 1P	GB00BLS0XX25	SHRS	Shares	Financials	Financial Services	05/08/2014	United Kingdom	GBX	AIM		ASQ1	AMQ1
FA14	FAIR OAKS INCOME LIMITED	2014 SHS NPV	GG00BFMF9X35	SHRS	Shares	Financials	Financial Services	09/07/2018	Guernsey	USD	MAIN MARKET - SFS		SFM2	SFQQ
FAIR	FAIR OAKS INCOME LIMITED	2017 SHS NPV	GG00BF00L342	SHRS	Shares	Financials	Financial Services	05/04/2017	Guernsey	USD	MAIN MARKET - SFS		SFM2	SFQQ
FLX	FALANX GROUP LIMITED	ORD NPV (DI)	VGG3338A1075	SHRS	Shares	Industrials	Industrial Goods & Services	20/06/2013	British Virgin Islands	GBX	AIM		ASQ1	AMQ1
FOG	FALCON OIL & GAS LTD.	COM SHS NPV (DI)	CA3060711015	SHRS	Shares	Oil & Gas	Oil & Gas	28/03/2013	Canada	GBX	AIM		ASQ1	AMQ1
FHP	FANDANGO HOLDINGS PLC	ORD GBP0.001	GB00BF2P0G38	SHRS	Shares	Financials	Financial Services	12/07/2017	United Kingdom	GBX	MAIN MARKET	Standard Shares	SSQ3	SQS3
FETD	FAR EASTERN NEW CENTURY CORPORATION	GDS (EACH REPR 10 TWD10)(REG S)	US3073313062	DPRS	Depositary receipts	Consumer Goods	Personal & Household Goods	11/10/2004	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
FEC	FAR EASTONE TELECOMMUNICATIONS CO LTD	GDR (EACH REPR 15 COM TWD10)	US30733Q7079	DPRS	Depositary receipts	Telecommunications	Telecommunications	13/11/2008	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
FPM	FAROE PETROLEUM PLC	ORD 10P	GB0033032904	SHRS	Shares	Oil & Gas	Oil & Gas	18/03/2008	United Kingdom	GBX	AIM		AMSM	AS50
FARN	FARON PHARMACEUTICALS OY	ORD NPV (DI)	FI4000153309	SHRS	Shares	Health Care	Health Care	17/11/2015	Finland	GBX	AIM		ASQ1	AMQ1
FFWD	FASTFORWARD INNOVATIONS LIMITED	ORD 1P	GG00BRK9BQ81	SHRS	Shares	Financials	Financial Services	13/11/2014	Guernsey	GBX	AIM		ASX1	AIMP
FJET	FASTJET PLC	ORD 1P	GB00BWGCH354	SHRS	Shares	Consumer Services	Travel & Leisure	21/04/2015	United Kingdom	GBX	AIM		ASX1	AIMP
FBH	FBD HOLDINGS PLC	ORD EUR0.60	IE0003290289	SHRS	Shares	Financials	Insurance	13/05/2002	Ireland	EUR	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
FCI	F&C CAPITAL & INCOME INVESTMENT TRUST PLC	ORD 25P	GB0003463287	SHRS	Shares	Financials	Financial Services	02/12/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
FCPT	F&C COMMERCIAL PROPERTY TRUST LIMITED	ORD 1P	GG00B4ZPCJ00	SHRS	Shares	Financials	Real Estate	07/07/2009	Guernsey	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
FCS	F&C GLOBAL SMALLER COMPANIES PLC	ORD 25P	GB0000175058	SHRS	Shares	Financials	Financial Services	18/12/2006	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
FMPG	F&C MANAGED PORTFOLIO TRUST PLC	GRWTH SHS 10P	GB00B2PP2527	SHRS	Shares	Financials	Financial Services	16/04/2008	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
FMPI	F&C MANAGED PORTFOLIO TRUST PLC	INC SHS 10P	GB00B2PP3J36	SHRS	Shares	Financials	Financial Services	16/04/2008	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
FPEO	F&C PRIVATE EQUITY TRUST PLC	ORD 1P	GB0030738271	SHRS	Shares	Financials	Financial Services	18/12/2007	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
FHI	F&C UK HIGH INCOME TRUST PLC	ORD 0.1P	GB00B1N4G299	SHRS	Shares	Financials	Financial Services	01/03/2007	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
FHIB	F&C UK HIGH INCOME TRUST PLC	B ORD 0.1P	GB00B1N4H594	SHRS	Shares	Financials	Financial Services	01/03/2007	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
FHIU	F&C UK HIGH INCOME TRUST PLC	UNITS (COMPR 3 SHS 0.1P&1 B SHR 0.1P)	GB00B1N4H933	SHRS	Shares	Financials	Financial Services	01/03/2007	United Kingdom	GBX	MAIN MARKET		SSQ3	SQQ3
FCRE	F&C UK REAL ESTATE INVESTMENTS LIMITED	ORD 1P	GB00B012T521	SHRS	Shares	Financials	Real Estate	14/03/2006	Guernsey	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
FDM	FDM GROUP (HOLDINGS) PLC	ORD 1P	GB00BLWDVP51	SHRS	Shares	Technology	Technology	20/06/2014	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
FEDA	FEDERAL BANK LIMITED (THE)	GDR (EACH REPR 1 ORD) (144A)	US3131621092	DPRS	Depositary receipts			30/01/2006	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
FEDS	FEDERAL BANK LIMITED (THE)	GDR (EACH REPR 1 ORD) (REGS)	XS0229331755	DPRS	Depositary receipts			31/01/2006	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
FEEA	FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY	GDR (RULE 144A)	US3133541025	DPRS	Depositary receipts	Utilities	Utilities	28/03/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
FEES	FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY	GDR (REG S)	US3133542015	DPRS	Depositary receipts	Utilities	Utilities	28/03/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
FDBK	FEEDBACK PLC	ORD 0.25P	GB0003340550	SHRS	Shares	Industrials	Industrial Goods & Services	31/12/2003	United Kingdom	GBX	AIM		ASX1	AIMP
FERG	FERGUSON PLC	ORD 11 227/563P	JE00BFYFZP55	SHRS	Shares	Industrials	Industrial Goods & Services	11/06/2018	Jersey	GBX	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
FXPO	FERREXPO PLC	ORD 10P	GB00B1XH2C03	SHRS	Shares	Basic Materials	Basic Resources	22/09/2008	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
FEVR	FEVERTREE DRINKS PLC	ORD 0.25P	GB00BRJ9BJ26	SHRS	Shares	Consumer Goods	Food & Beverage	07/11/2014	United Kingdom	GBX	AIM		AMSM	AS50
FFI	FFI HOLDINGS PLC	ORD 1P	GB00BF04DT64	SHRS	Shares	Financials	Financial Services	30/06/2017	United Kingdom	GBX	AIM		ASQ1	AMQ1
FAS	FIDELITY ASIAN VALUES PLC	ORD 25P	GB0003322319	SHRS	Shares	Financials	Financial Services	02/12/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC7
FASS	FIDELITY ASIAN VALUES PLC	SUB SHS 0.001P	GB00BDQZFV55	SHRS	Shares	Financials	Financial Services	06/12/2016	United Kingdom	GBX	MAIN MARKET	Standard Shares	SSQ3	SQS3
FCSS	FIDELITY CHINA SPECIAL SITUATIONS PLC	ORD 1P	GB00B62Z3C74	SHRS	Shares	Financials	Financial Services	19/04/2010	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
FEV	FIDELITY EUROPEAN VALUES PLC	ORD 2.5P	GB00BK1PKQ95	SHRS	Shares	Financials	Financial Services	02/06/2014	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
FJV	FIDELITY JAPAN TRUST PLC	ORD 25P	GB0003328555	SHRS	Shares	Financials	Financial Services	19/12/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
FSV	FIDELITY SPECIAL VALUES PLC	ORD 5P	GB00BWXC7Y93	SHRS	Shares	Financials	Financial Services	29/06/2015	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25T
FEMI	FIDELITY UCITS ICAV	EM QUALITY INCOME UCITS USD ACC	IE00BYSX4846	ETFS	ETFs			01/11/2017	Ireland	USD	MAIN MARKET		ETFS	ETEL
FEMQ	FIDELITY UCITS ICAV	EM QUALITY INCOME UCITS GBP ACC	IE00BYSX4846	ETFS	ETFs			01/11/2017	Ireland	GBP	MAIN MARKET		ETF2	EFEL
FEQD	FIDELITY UCITS ICAV	EUROPE QUALITY INCOME UCITS GBP ACC	IE00BYSX4283	ETFS	ETFs			01/11/2017	Ireland	GBP	MAIN MARKET		ETFS	ETEL
FEQP	FIDELITY UCITS ICAV	EUROPE QUALITY INCOME UCITS GBP ACC HED	IE00BYSX4408	ETFS	ETFs			01/12/2017	Ireland	GBP	MAIN MARKET		ETFS	ETEL
FGQD	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS ETF GBP INC	IE00BYXVGZ48	ETFS	ETFs			03/04/2017	Ireland	GBX	MAIN MARKET		ETF2	EFEL
FGQI	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS ETF USD INC	IE00BYXVGZ48	ETFS	ETFs			03/04/2017	Ireland	USD	MAIN MARKET		ETFS	ETEL
FGQP	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS GBPACC HED	IE00BYV1YF22	ETFS	ETFs			01/12/2017	Ireland	GBP	MAIN MARKET		ETFS	ETEL
FUQA	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF GBP ACC	IE00BYXVGY31	ETFS	ETFs			03/04/2017	Ireland	GBX	MAIN MARKET		ETF2	EFEL
FUSA	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF USD ACC	IE00BYXVGY31	ETFS	ETFs			03/04/2017	Ireland	USD	MAIN MARKET		ETFS	ETEL
FUSD	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF USD INC	IE00BYXVGX24	ETFS	ETFs			03/04/2017	Ireland	USD	MAIN MARKET		ETFS	ETEL
FUSI	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF GBP INC	IE00BYXVGX24	ETFS	ETFs			03/04/2017	Ireland	GBX	MAIN MARKET		ETF2	EFEL
FUSP	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS GBPACC HED	IE00BYV03C98	ETFS	ETFs			22/11/2017	Ireland	GBP	MAIN MARKET		ETFS	ETEL
FIH	FIH GROUP PLC	ORD 10P	GB00BD0CWJ91	SHRS	Shares	Industrials	Industrial Goods & Services	13/01/2016	United Kingdom	GBX	AIM		ASX1	AIMP
FLTA	FILTA GROUP HOLDINGS PLC	ORD 10P	GB00BDB7J920	SHRS	Shares	Industrials	Industrial Goods & Services	04/11/2016	United Kingdom	GBX	AIM		ASQ1	AMQ1
FTC	FILTRONIC PLC	ORD 0.1P	GB0003362992	SHRS	Shares	Technology	Technology	08/07/2005	United Kingdom	GBX	AIM		ASQ1	AMQ1
FDL	FINDEL PLC	ORD 10P	GB00B8B4R053	SHRS	Shares	Consumer Services	Retail	09/04/2013	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC7
FXRU	FINEX FUNDS PLC	FINEX RUSSIAN CORPORATE BONDS USD	IE00B84D7P43	ETFS	ETFs	Financials	Financial Services	25/02/2013	Ireland	USD	MAIN MARKET		ETFS	ETEN
FIF	FINSBURY FOOD GROUP PLC	ORD 1P	GB0009186429	SHRS	Shares	Consumer Goods	Food & Beverage	23/02/2007	United Kingdom	GBX	AIM		ASQ1	AMQ1
FGT	FINSBURY GROWTH & INCOME TRUST PLC	ORD 25P	GB0007816068	SHRS	Shares	Financials	Financial Services	02/12/2005	United Kingdom	GBX	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
FA.	FIREANGEL SAFETY TECHNOLOGY GROUP PLC	ORD 2P	GB0030508757	SHRS	Shares	Industrials	Industrial Goods & Services	30/04/2014	United Kingdom	GBX	AIM		ASQ1	AMQ1
FDI	FIRESTONE DIAMONDS PLC	ORD 1P	GB00BKX59Y86	SHRS	Shares	Basic Materials	Basic Resources	06/06/2014	United Kingdom	GBX	AIM		ASX1	AIMP
FDP	FIRST DERIVATIVES PLC	ORD 0.5P	GB0031477770	SHRS	Shares	Technology	Technology	16/02/2004	United Kingdom	GBX	AIM		AMSM	AS50
FGP	FIRSTGROUP PLC	ORD 5P	GB0003452173	SHRS	Shares	Consumer Services	Travel & Leisure	06/09/1999	United Kingdom	GBX	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
FPO	FIRST PROPERTY GROUP PLC	ORD 1P	GB0004109889	SHRS	Shares	Financials	Financial Services	25/03/2004	United Kingdom	GBX	AIM		ASX1	AIMP
BLOK	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST INNOVATIVE TECH UCITS ETF	IE00BF5DXP42	ETFS	ETFs	Financials	Financial Services	10/04/2018	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FDN	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT DOW JONES INTERNET UCITS ETF	IE00BG0SSC32	ETFS	ETFs	Financials	Financial Services	21/06/2018	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FDNU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT DOW JONES INTERNET UCITS ETF	IE00BG0SSC32	ETFS	ETFs	Financials	Financial Services	21/06/2018	Ireland	USD	MAIN MARKET		ETF2	EFEN
FEM	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT EMERGING MARKETS ALPHADEX UCITS ETF	IE00B8X9NX34	ETFS	ETFs	Financials	Financial Services	11/04/2013	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FEMU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EM ALPHADEX UCITS ETF	IE00B8X9NX34	ETFS	ETFs	Financials	Financial Services	22/04/2014	Ireland	USD	MAIN MARKET		ETF2	EFEN
FEUD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITSETF B	IE00BF2FL590	ETFS	ETFs	Financials	Financial Services	22/08/2018	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FEUZ	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITS ETF	IE00B8X9NY41	ETFS	ETFs	Financials	Financial Services	22/10/2014	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FEX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT US LARGE CAP CORE ALPHADEX UCITS ETF	IE00B8X9NW27	ETFS	ETFs	Financials	Financial Services	11/04/2013	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FEXD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST US LGCAPCORE ALPHADEX UCITS	IE00BWTNMB87	ETFS	ETFs	Financials	Financial Services	01/06/2015	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FEXU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT US LARGE CAP CORE ALPHADEX UCITS ETF	IE00B8X9NW27	ETFS	ETFs	Financials	Financial Services	27/11/2013	Ireland	USD	MAIN MARKET		ETF2	EFEN
FGBL	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST GLOBAL EQUITY INC UCITS ETF	IE00BYTH6121	ETFS	ETFs	Financials	Financial Services	01/09/2015	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FJP	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST JAPAN ALPHADEX UCITS	IE00BWTNM743	ETFS	ETFs	Financials	Financial Services	02/07/2015	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FJPU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST JAPAN ALPHADEX UCITS ETF	IE00BWTNM743	ETFS	ETFs	Financials	Financial Services	22/02/2018	Ireland	USD	MAIN MARKET		ETF2	EFEN
FKU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT UNITED KINGDOM ALPHADEX UCITS ETF	IE00B8X9NZ57	ETFS	ETFs	Financials	Financial Services	11/04/2013	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FKUD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST UK ALPHADEX UCITS ETF CLASS B	IE00BD9N0445	ETFS	ETFs	Financials	Financial Services	18/04/2016	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FPX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST US IPO INDEX UCITS	IE00BYTH6238	ETFS	ETFs	Financials	Financial Services	18/08/2015	Ireland	GBX	MAIN MARKET		ETFS	ETEN
FTEU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITS ETF	IE00B8X9NY41	ETFS	ETFs	Financials	Financial Services	19/08/2016	Ireland	USD	MAIN MARKET		ETF2	EFEN
FTFX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUSTFACTORFX UCITS CLASSA	IE00BD5HBQ97	ETFS	ETFs	Financials	Financial Services	01/08/2017	Ireland	USD	MAIN MARKET		ETFS	ETEN
