02/08/2006	1PM PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	45.69
02/02/2009	1SPATIAL PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	43.43
15/04/2005	21ST CENTURY TECHNOLOGY PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	3.03
18/07/1994	3I GROUP PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	9,157.34
13/03/2007	3I INFRASTRUCTURE PLC	Financials	Financial Services	Jersey	Europe	MAIN MARKET 	No	1,977.46
18/02/2014	4D PHARMA PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	111.99
13/03/1953	4IMPRINT GROUP PLC	Consumer Services	Media	United Kingdom	Europe	MAIN MARKET 	No	558.9
14/07/2011	600 GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	20.67
10/06/2014	7DIGITAL GROUP PLC	Consumer Services	Retail	United Kingdom	Europe	AIM 	No	17.98
03/02/2012	88 ENERGY LIMITED	Oil & Gas	Oil & Gas	Australia	Pacific	AIM 	Yes	65.31
04/10/2005	888 HOLDINGS PLC	Consumer Services	Travel & Leisure	Gibraltar	Europe	MAIN MARKET 	Yes	725.97
26/06/2014	AA PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	593.76
22/05/2013	AB DYNAMICS PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	241.28
16/11/2004	ABBEY PLC	Consumer Goods	Personal & Household Goods	Ireland	Europe	AIM 	Yes	295.87
03/11/2005	ABCAM PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	2,936.99
20/12/2005	ABERDEEN ASIAN INCOME FUND LTD	Financials	Financial Services	Jersey	Europe	MAIN MARKET 	No	366.49
19/10/1995	ABERDEEN ASIAN SMALLER COMPANIES INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	353.77
24/03/1952	ABERDEEN DIVERSIFIED INCOME AND GROWTH TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	409.05
10/11/2009	ABERDEEN EMERGING MARKETS INVESTMENT COMPANY LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	251.88
15/06/2007	ABERDEEN FRONTIER MARKETS INVESTMENT COMPANY LIMITED	Financials	Financial Services	Guernsey	Europe	AIM 	No	43.57
01/10/1998	ABERDEEN JAPAN INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	88.21
16/08/2010	ABERDEEN LATIN AMERICAN INCOME FUND LIMITED	Financials	Financial Services	Jersey	Europe	MAIN MARKET 	No	37.49
03/09/2013	ABERDEEN NEW DAWN INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	252.61
31/03/1994	ABERDEEN NEW INDIA INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	254.89
22/12/1989	ABERDEEN NEW THAI INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	98.86
28/08/1992	ABERDEEN SMALLER COMPANIES INCOME TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	59.36
15/12/2017	ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	204.38
10/12/1990	ABERFORTH SMALLER COMPANIES TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	1,210.09
03/07/2017	ABERFORTH SPLIT LEVEL INCOME TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	234.06
10/07/2014	ABZENA PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	33.74
24/03/2010	ACACIA MINING PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	544.18
28/06/2005	ACCESS INTELLIGENCE PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	27.42
24/04/2002	ACCESSO TECHNOLOGY GROUP PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	793.95
10/06/2016	ACCROL GROUP HOLDINGS PLC	Consumer Goods	Personal & Household Goods	United Kingdom	Europe	AIM 	No	43.93
26/10/2005	ACCSYS TECHNOLOGIES PLC	Industrials	Construction & Materials	United Kingdom	Europe	AIM 	No	116.39
09/07/2007	ACENCIA DEBT STRATEGIES LTD	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	63.98
02/11/1995	ACER INCORPORATED	Technology	Technology	Taiwan	Asia	PROFESSIONAL SECURITIES MARKET 	Yes	-
11/02/1999	ACORN INCOME FUND LD			Guernsey	Europe	MAIN MARKET 	No	67.46
23/12/2013	ACTION HOTELS PLC	Consumer Services	Travel & Leisure	Jersey	Europe	AIM 	No	33.96
06/10/1997	ACTIVE ENERGY GROUP PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	24.79
13/02/2014	ACTUAL EXPERIENCE PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	96.54
19/02/2014	ADAMAS FINANCE ASIA LIMITED	Financials	Financial Services	British Virgin Islands	North America	AIM 	Yes	37.61
26/07/2005	ADAMS PLC	Financials	Real Estate	Isle of Man	Europe	AIM 	No	1.24
15/02/2006	ADEPT TELECOM PLC	Telecommunications	Telecommunications	United Kingdom	Europe	AIM 	No	97.18
15/02/2006	ADEPT4 PLC 	Technology	Technology	United Kingdom	Europe	AIM 	No	4.2
09/05/2017	ADES INTERNATIONAL HOLDING LTD	Oil & Gas	Oil & Gas	United Arab Emirates	Middle East	MAIN MARKET 	Yes	438.52
28/09/2004	ADMIRAL GROUP PLC	Financials	Insurance	United Kingdom	Europe	MAIN MARKET 	No	5,994.62
30/04/2002	ADVANCED MEDICAL SOLUTIONS GROUP PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	705.43
04/08/2006	ADVANCED ONCOTHERAPY PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	72.07
20/03/2000	ADVFN PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	7.05
27/07/1938	AECI LD	Basic Materials	Chemicals	South Africa	Africa	MAIN MARKET 	Yes	-
01/05/2002	AEOREMA COMMUNICATIONS PLC	Consumer Services	Media	United Kingdom	Europe	AIM 	No	2.53
06/06/2017	AEW UK LONG LEASE REIT PLC	Financials	Real Estate	United Kingdom	Europe	MAIN MARKET 	No	76.07
12/05/2015	AEW UK REIT PLC	Financials	Real Estate	United Kingdom	Europe	MAIN MARKET 	No	144.59
26/07/2010	AFARAK GROUP PLC	Basic Materials	Basic Resources	Finland	Europe	MAIN MARKET 	Yes	203.86
24/04/2007	AFC ENERGY PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	26.91
30/06/2014	AFH FINANCIAL GROUP PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	152.47
11/05/2007	AFI DEVELOPMENT PLC	Financials	Real Estate	Cyprus	Europe	MAIN MARKET 	Yes	86.37
24/07/2007	AFRICA OPPORTUNITY FUND LIMITED	Financials	Financial Services	Cayman Islands	North America	MAIN MARKET 	Yes	41.9
09/10/2012	AFRICAN BATTERY METALS PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	3.18
09/11/2017	AFRITIN MINING LIMITED	Basic Materials	Basic Resources	Guernsey	Europe	AIM 	No	18.45
18/07/2014	AGGREGATED MICRO POWER HOLDINGS PLC	Utilities	Utilities	United Kingdom	Europe	AIM 	No	47.51
29/09/1997	AGGREKO PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	2,233.95
05/02/2009	AGRITERRA LD	Consumer Goods	Food & Beverage	Guernsey	Europe	AIM 	No	2.55
11/12/2017	AIB GROUP PLC	Financials	Banks	Ireland	Europe	MAIN MARKET 	Yes	10,758.60
09/01/2018	AIQ LIMITED	Financials	Financial Services	Cayman Islands	North America	MAIN MARKET 	Yes	16.85
15/12/2004	AIR CHINA LD	Consumer Services	Travel & Leisure	China	Asia	MAIN MARKET 	Yes	3,316.96
23/11/1995	AIR PARTNER PLC	Consumer Services	Travel & Leisure	United Kingdom	Europe	MAIN MARKET 	No	57.31
21/12/2005	AIREA PLC	Consumer Goods	Personal & Household Goods	United Kingdom	Europe	AIM 	No	23.57
22/05/2002	AKERS BIOSCIENCES, INC.	Health Care	Health Care	United States	North America	AIM 	Yes	19.29
04/04/2005	ALBA MINERAL RESOURCES PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	12.29
11/06/2015	ALBERT TECHNOLOGIES LTD	Technology	Technology	Israel	Middle East	AIM 	Yes	24.61
27/01/1999	ALBION DEVELOPMENT VCT PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	57.77
05/04/2007	ALBION ENTERPRISE VCT PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	61.32
17/01/2001	ALBION TECHNOLOGY & GENERAL VCT PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	74.49
04/04/1996	ALBION VENTURE CAPITAL TST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	62.36
06/03/2012	ALCENTRA EUROPEAN FLOATING RATE INCOME FUND LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	152.9
04/04/2005	ALEXANDER MINING PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	2.08
26/05/2017	ALFA FINANCIAL SOFTWARE HOLDINGS PLC	Technology	Technology	United Kingdom	Europe	MAIN MARKET 	No	410.4
02/05/2013	ALL ASIA ASSET CAPITAL LIMITED	Financials	Financial Services	British Virgin Islands	North America	AIM 	Yes	4.26
11/10/2004	ALLERGY THERAPEUTICS PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	154.27
17/12/2015	ALLIANCE PHARMA PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	339.98
17/07/1947	ALLIANCE TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	2,613.50
04/12/1995	ALLIANZ TECHNOLOGY TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	518.03
25/06/2014	ALLIED MINDS PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	173.99
11/10/2017	ALPHA FINANCIAL MARKETS CONSULTING PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	254.72
